Probability,Gene Name,Gene ID,Positive Gold Standard,Negative Gold Standard
0.4829148054122925,cdk5r2,8941,0,0
0.43500983715057373,top3b,8940,0,0
0.5029856562614441,ap3d1,8943,0,0
0.4473216235637665,kynu,8942,0,0
0.49845853447914124,btrc,8945,0,0
0.4786742627620697,snord73a,8944,0,0
0.5003772377967834,fam120c,54954,1,0
0.45045027136802673,c1orf109,54955,0,0
0.4506903886795044,fam71f1,84691,0,0
0.45900940895080566,tmem160,54958,0,0
0.44612637162208557,odam,54959,0,0
0.4774746000766754,rbpj,3516,0,0
0.4386274814605713,abhd1,84696,0,0
0.44683995842933655,tp53i13,90313,0,0
0.4895550310611725,tgif2lx,90316,0,0
0.43613290786743164,znf616,90317,0,0
0.46263590455055237,chordc1,26973,0,0
0.4716898500919342,znf285,26974,0,0
0.4751589000225067,pabpc1p3,26978,0,0
0.4895550310611725,152048,152048,0,0
0.45539143681526184,med8,112950,0,0
0.4140884578227997,elane,1991,0,1
0.4660218060016632,lrrc57,255252,0,0
0.49518072605133057,elavl2,1993,0,0
0.4590393304824829,serpinb1,1992,0,0
0.47751760482788086,elavl3,1995,0,0
0.5438533425331116,elavl1,1994,0,0
0.4560302793979645,elf1,1997,0,0
0.5024586915969849,elavl4,1996,0,0
0.48301729559898376,elf3,1999,0,0
0.48052725195884705,elf2,1998,0,0
0.48229333758354187,ptf1a,256297,0,0
0.4895550310611725,100134091,100134091,0,0
0.4514535367488861,znf169,169841,0,0
0.4829704761505127,cyp1b1-as1,285154,0,0
0.44202592968940735,mlnr,2862,0,0
0.4270038902759552,gpr39,2863,0,0
0.4486429989337921,ffar1,2864,0,0
0.46349844336509705,285150,285150,0,0
0.4568580687046051,gpr42,2866,0,0
0.49977684020996094,ffar2,2867,0,0
0.4469868242740631,grk4,2868,0,0
0.4733239412307739,grk5,2869,0,0
0.4449375569820404,ppic,5480,0,0
0.4747936427593231,syce2,256126,0,0
0.46515557169914246,trbv27,28560,0,0
0.4895550310611725,trbv25-1,28562,0,0
0.45647570490837097,trbv24-1,28563,0,0
0.4895550310611725,645937,645937,0,0
0.4547435939311981,dtx3l,151636,0,0
0.47746172547340393,trbv19,28568,0,0
0.45063579082489014,vkorc1,79001,0,0
0.4523642063140869,aunip,79000,0,0
0.46401381492614746,mis12,79003,0,0
0.46914854645729065,trir,79002,0,0
0.4802655279636383,scnm1,79005,0,0
0.4603135585784912,cuedc2,79004,0,0
0.45631644129753113,dbndd1,79007,0,0
0.44597718119621277,metrn,79006,0,0
0.47005221247673035,ddx50,79009,0,0
0.45826855301856995,pafah1b3,5050,0,0
0.4438779652118683,gpr146,115330,0,0
0.4226623475551605,tmod4,29765,0,0
0.4895550310611725,751602,751602,0,0
0.49514153599739075,tmod2,29767,0,0
0.46406057476997375,tmod3,29766,0,0
0.45289549231529236,usp25,29761,0,0
0.4995480179786682,blnk,29760,0,1
0.47029757499694824,pacsin3,29763,0,0
0.4573404788970947,ap3s1,1176,0,0
0.4685114622116089,ap2s1,1175,0,0
0.4573250710964203,ap1s1,1174,0,0
0.4918102025985718,ap2m1,1173,0,0
0.45814016461372375,pofut1,23509,0,0
0.46162334084510803,ttc9,23508,0,0
0.5318235158920288,lrrc8b,23507,0,0
0.5243430137634277,bicral,23506,0,0
0.48602521419525146,tmem131,23505,0,0
0.4550895392894745,rimbp2,23504,0,0
0.3762538731098175,zfyve26,23503,0,0
0.4895550310611725,100131914,100131914,0,0
0.44749119877815247,clca1,1179,0,0
0.423796147108078,daam2,23500,0,0
0.4580039083957672,znf436-as1,148898,0,0
0.4895550310611725,rbmy2bp,375850,0,0
0.5016728639602661,slc30a8,169026,0,1
0.4822215139865875,frmd5,84978,0,0
0.5043224096298218,nyap1,222950,0,0
0.42580947279930115,znf845,91664,0,0
0.47429147362709045,myadm,91663,0,0
0.40354081988334656,nlrp12,91662,0,0
0.42836108803749084,znf765,91661,0,0
0.47015073895454407,mir1257,100302168,0,0
0.4611257314682007,notch2nla,388677,0,0
0.4448338747024536,ostm1-as1,100287366,0,0
0.4895550310611725,100287367,100287367,0,0
0.4895550310611725,usp17l18,100287364,0,0
0.4895550310611725,prss46p,100287362,0,0
0.4792880117893219,hmgn2p46,283651,0,0
0.44270917773246765,slc24a5,283652,0,0
0.4736731946468353,nat8b,51471,0,0
0.40649721026420593,lgr5,8549,0,0
0.4361228942871094,blzf1,8548,0,0
0.4292190968990326,lima1,51474,0,0
0.45361995697021484,cabp2,51475,0,0
0.5053711533546448,cggbp1,8545,0,0
0.4626103341579437,pir,8544,0,0
0.44860947132110596,fcn3,8547,0,0
0.500817596912384,ap3b1,8546,0,1
0.5382866859436035,ppfia3,8541,0,0
0.500148355960846,agps,8540,0,1
0.4544956684112549,lmo4,8543,0,0
0.49999403953552246,apol1,8542,0,1
0.4833059310913086,729970,729970,0,0
0.5156499147415161,bdkrb2,624,0,0
0.4895550310611725,frmd6-as1,145438,0,0
0.4895550310611725,rplp1p8,100128745,0,0
0.4427081346511841,nms,129521,0,0
0.4895550310611725,100302291,100302291,0,0
0.463788777589798,pnrc2,55629,0,0
0.49652424454689026,znf407,55628,0,0
0.45699453353881836,zswim9,374920,0,0
0.4658644199371338,thumpd1,55623,0,0
0.3858868181705475,ttc27,55622,0,0
0.43056145310401917,trmt1,55621,0,0
0.462705135345459,stap2,55620,0,0
0.43474841117858887,smpd4,55627,0,0
0.536374032497406,ambra1,55626,0,0
0.4663794934749603,zdhhc7,55625,0,0
0.4997498393058777,pomgnt1,55624,1,0
0.4517277777194977,c2orf80,389073,0,0
0.49378347396850586,plekhm3,389072,0,0
0.4550093710422516,resp18,389075,0,0
0.46006056666374207,znf341,84905,0,0
0.4895550310611725,728715,728715,0,0
0.4803764820098877,linc01346,728716,0,0
0.48175129294395447,fam177a1p1,728710,0,0
0.4895550310611725,spanxa2,728712,0,0
0.47345244884490967,mex3a,92312,0,0
0.46866488456726074,apom,55937,0,0
0.448911190032959,vwa5b1,127731,0,0
0.4327239990234375,pcdh12,51294,0,0
0.4547092020511627,ubxn10,127733,0,0
0.5312028527259827,wnk2,65268,0,0
0.454766184091568,cd320,51293,0,0
0.4586602747440338,ergic2,51290,0,0
0.4789086878299713,gmip,51291,0,0
0.4771336317062378,ube2z,65264,0,0
0.46228352189064026,c8orf33,65265,0,0
0.41820892691612244,wnk4,65266,0,0
0.5003358721733093,wnk3,65267,1,0
0.49645599722862244,coa7,65260,0,0
0.4646812379360199,xirp1,165904,0,0
0.46528494358062744,theg,51298,0,0
0.46189990639686584,pycr3,65263,0,0
0.4545680582523346,arhgap4,393,0,0
0.46677350997924805,arhgap1,392,0,0
0.44791069626808167,rhog,391,0,0
0.4779914915561676,rnd3,390,0,0
0.48133018612861633,arhgdib,397,0,0
0.48204532265663147,arhgdia,396,0,0
0.46223458647727966,arhgap6,395,0,0
0.4778148829936981,arhgap5,394,0,0
0.4482179582118988,rhoh,399,0,0
0.47471609711647034,arhgdig,398,0,0
0.46696043014526367,or6c4,341418,0,0
0.45710673928260803,fam122b,159090,0,0
0.4756093919277191,fam122c,159091,0,0
0.47587254643440247,plek2,26499,0,0
0.4895550310611725,or8g2p,26492,0,0
0.42537200450897217,znf561,93134,0,0
0.41154253482818604,or10a3,26496,0,0
0.48659107089042664,or10d3,26497,0,0
0.4955224096775055,or8g1,26494,0,0
0.47184762358665466,or9a1p,26495,0,0
0.4863682687282562,mroh5,389690,0,0
0.4997117519378662,kcnc3,3748,0,1
0.491539865732193,kcnc4,3749,0,0
0.4830714762210846,kcnc1,3746,0,0
0.5055078864097595,kcnc2,3747,0,0
0.4450049102306366,kcna10,3744,0,0
0.6085489988327026,kcnb1,3745,0,0
0.533780574798584,kcna6,3742,0,0
0.5157748460769653,kcna7,3743,0,0
0.5000765919685364,kcna5,3741,0,1
0.4589066505432129,anapc1p1,100286979,0,0
0.4895550310611725,rpl29p17,645224,0,0
0.4885620176792145,slc35f1,222553,0,0
0.497785359621048,phrf1,57661,0,0
0.46504926681518555,pgm5-as1,572558,0,0
0.5160771608352661,camsap3,57662,0,0
0.4650695323944092,rdh14,57665,0,0
0.4356360137462616,plekha4,57664,0,0
0.46854960918426514,traf3ip1,26146,0,0
0.46804776787757874,fbrsl1,57666,0,0
0.44655537605285645,epb41l5,57669,0,0
0.4732826054096222,znf658,26149,0,0
0.4815990626811981,cyp4f30p,100132708,0,0
0.4895550310611725,ttty3b,474148,0,0
0.4895550310611725,342293,342293,0,0
0.45677265524864197,clmp,79827,0,0
0.45289966464042664,efcc1,79825,0,0
0.458272248506546,camkmt,79823,0,0
0.45830127596855164,arhgap28,79822,0,0
0.43096527457237244,catsperb,79820,0,0
0.4718874990940094,hdac11,79885,0,0
0.46045196056365967,naa40,79829,0,0
0.4674266576766968,mettl8,79828,0,0
0.460053414106369,ephb6,2051,0,0
0.4651482105255127,ephb4,2050,0,0
0.41630396246910095,ephx2,2053,0,0
0.5007890462875366,ephx1,2052,0,1
0.5006145238876343,cln8,2055,0,1
0.4434155523777008,stx2,2054,0,0
0.5446329116821289,epor,2057,0,0
0.48678842186927795,epo,2056,0,0
0.45107248425483704,eps8,2059,0,0
0.40453171730041504,eprs,2058,0,0
0.4670742452144623,ahnak2,113146,0,0
0.48333266377449036,rnf151,146310,0,0
0.4448719918727875,nktr,4820,0,0
0.45856568217277527,nkx2-2,4821,0,0
0.4460914134979248,linc01193,348120,0,0
0.45898735523223877,csnk1a1l,122011,0,0
0.4517875909805298,agtrap,57085,0,0
0.4725779592990875,slc17a6,57084,0,0
0.4895550310611725,100129826,100129826,0,0
0.4850299060344696,mrvi1-as1,100129827,0,0
0.4446307420730591,prg3,10394,0,0
0.4316366910934448,dlc1,10395,0,0
0.4885459840297699,knl1,57082,0,0
0.4840106964111328,rnf212b,100507650,0,0
0.43479791283607483,entpd7,57089,0,0
0.41634246706962585,plscr4,57088,0,0
0.4460509717464447,or11h12,440153,0,0
0.46704384684562683,tstd3,100130890,0,0
0.44276556372642517,ampd2,271,0,0
0.48121437430381775,larp1bp1,644578,0,0
0.4840593636035919,linc01220,731223,0,0
0.4895550310611725,sonp1,148300,0,0
0.4692850112915039,rfx8,731220,0,0
0.4569110870361328,fam204a,63877,0,0
0.4745272397994995,pknox2,63876,0,0
0.45975375175476074,mrpl17,63875,0,0
0.40552815794944763,abhd4,63874,0,0
0.4675387144088745,sult1c2,6819,0,0
0.4333721101284027,sult1a3,6818,0,0
0.4895550310611725,100131700,100131700,0,0
0.4573337733745575,c1orf74,148304,0,0
0.454702228307724,stx5,6811,0,0
0.46374884247779846,stx4,6810,0,0
0.5000385046005249,stxbp2,6813,0,1
0.5435743927955627,stxbp1,6812,0,0
0.4739026129245758,styx,6815,0,0
0.44971609115600586,stxbp3,6814,0,0
0.4647064507007599,sult1a1,6817,0,0
0.4895550310611725,mir759,100313778,0,0
0.4749544858932495,kmt2b,9757,0,0
0.459382563829422,tbkbp1,9755,0,0
0.45170947909355164,stard8,9754,0,0
0.45913437008857727,zscan12,9753,0,0
0.46956416964530945,pcdha9,9752,0,0
0.5075861811637878,snph,9751,0,0
0.48579034209251404,ripor2,9750,0,0
0.4895550310611725,401166,401166,0,0
0.520425021648407,hdac4,9759,0,0
0.5111056566238403,frmpd4,9758,0,0
0.454820841550827,cldn15,24146,0,0
0.4889920949935913,fjx1,24147,0,0
0.43919575214385986,tfip11,24144,0,0
0.4595226049423218,panx1,24145,0,0
0.45926105976104736,naa80,24142,0,0
0.4666357934474945,linc01060,401164,0,0
0.4534974992275238,ftsj1,24140,0,0
0.4357021749019623,lamp5,24141,0,0
0.48523545265197754,prpf6,24148,0,0
0.3744436502456665,znf318,24149,0,0
0.5116906762123108,znf800,168850,0,0
0.4993385076522827,serpine3,647174,0,0
0.4895550310611725,339192,339192,0,0
0.39798781275749207,ccdc180,100499483,0,0
0.4620758593082428,slco1b7,338821,0,0
0.4895550310611725,krtap2-2,728279,0,0
0.44359517097473145,slc35g3,146861,0,0
0.4061993658542633,unc45b,146862,0,0
0.472446084022522,ssc4d,136853,0,0
0.47132205963134766,scgb1c1,147199,0,0
0.4075036942958832,macc1,346389,0,0
0.4895550310611725,157247,157247,0,0
0.4555182158946991,snord5,692072,0,0
0.48007917404174805,snora16a,692073,0,0
0.4895550310611725,100129174,100129174,0,0
0.4519723951816559,100129175,100129175,0,0
0.48007500171661377,snord7,692076,0,0
0.4749235212802887,snord6,692075,0,0
0.48451268672943115,hmgn1p38,643790,0,0
0.4895550310611725,643797,643797,0,0
0.4583509862422943,tmem68,137695,0,0
0.4849739968776703,rpsap36,100128888,0,0
0.4895550310611725,100128885,100128885,0,0
0.4895550310611725,653877,653877,0,0
0.4895550310611725,vps9d1-as1,100128881,0,0
0.4816979467868805,psmc1p11,442153,0,0
0.4895550310611725,645566,645566,0,0
0.45786938071250916,ankrd13a,88455,0,0
0.38224515318870544,abcc3,8714,0,0
0.47752904891967773,tradd,8717,0,0
0.48094773292541504,rpl39p,140719,0,0
0.46995189785957336,topaz1,375337,0,0
0.4895550310611725,728461,728461,0,0
0.4895550310611725,645769,645769,0,0
0.4895550310611725,100128315,100128315,0,0
0.4878349304199219,100128310,100128310,0,0
0.4895550310611725,339539,339539,0,0
0.4799071252346039,linc01139,339535,0,0
0.47780242562294006,bmp10,27302,0,0
0.4895550310611725,100128319,100128319,0,0
0.4818692207336426,cks1bp7,137529,0,0
0.45644721388816833,hes5,388585,0,0
0.4608152210712433,krtap4-9,100132386,0,0
0.4204917252063751,adamts15,170689,0,0
0.44277024269104004,insyn2a,642938,0,0
0.45351719856262207,nudt10,170685,0,0
0.5002455711364746,rsph4a,345895,0,1
0.46140041947364807,psors1c2,170680,0,0
0.47206756472587585,soga1,140710,0,0
0.460123747587204,glt1d1,144423,0,0
0.48885688185691833,linc01343,339442,0,0
0.4895550310611725,abhd17ap5,91219,0,0
0.4775104522705078,rab42,115273,0,0
0.48859718441963196,c1orf174,339448,0,0
0.4895550310611725,643406,643406,0,0
0.47884929180145264,fam81a,145773,0,0
0.4895550310611725,100293916,100293916,0,0
0.4590801000595093,c15orf62,643338,0,0
0.4740571975708008,643332,643332,0,0
0.5188566446304321,adgrl2,23266,0,0
0.48781618475914,zc3h7b,23264,0,0
0.4126562774181366,exoc7,23265,0,0
0.5061907768249512,lin54,132660,0,0
0.41945895552635193,mcf2l,23263,0,0
0.4772530794143677,spdye21p,442572,0,0
0.5333672761917114,camta1,23261,0,0
0.47916683554649353,nanogp5,414133,0,0
0.48205825686454773,stag3l3,442578,0,0
0.42919424176216125,dnmbp,23268,0,0
0.521238386631012,mga,23269,0,0
0.4678437411785126,snord1c,677850,0,0
0.4895550310611725,644215,644215,0,0
0.4826014041900635,phbp11,644214,0,0
0.46168866753578186,map1lc3b2,643246,0,0
0.48152533173561096,gapdhp32,644213,0,0
0.4840421974658966,s100z,170591,0,0
0.4439992904663086,tmem161b,153396,0,0
0.4895550310611725,rps6p13,392358,0,0
0.4638439416885376,bpifb6,128859,0,0
0.48072823882102966,tspy26p,128854,0,0
0.47786441445350647,ppiap87,392352,0,0
0.4713371992111206,dusp15,128853,0,0
0.4895550310611725,lce6a,448835,0,0
0.420780748128891,kprp,448834,0,0
0.4786042273044586,stat6,6778,0,0
0.4543403387069702,stath,6779,0,0
0.4441339075565338,frg2,448831,0,0
0.40685874223709106,stat3,6774,0,1
0.47289857268333435,stat4,6775,0,0
0.43047404289245605,stat5a,6776,0,0
0.48034775257110596,stat5b,6777,0,0
0.45133230090141296,star,6770,0,0
0.5115765333175659,stat1,6772,0,0
0.4092005789279938,stat2,6773,0,0
0.4507988691329956,slc38a5,92745,0,0
0.4506961405277252,bpifb1,92747,0,0
0.4373222589492798,drc1,92749,0,0
0.4895550310611725,pcdhgb5,56101,0,0
0.4523756504058838,kctd4,386618,0,0
0.47489821910858154,smim14,201895,0,0
0.4469235837459564,kif19,124602,0,0
0.4895550310611725,100288178,100288178,0,0
0.48535802960395813,mrps21p3,359767,0,0
0.4966135323047638,mrps17p9,359760,0,0
0.4895550310611725,mrps18bp1,359762,0,0
0.46907734870910645,ube2v1p15,100288170,0,0
0.4895550310611725,100288177,100288177,0,0
0.4895550310611725,441005,441005,0,0
0.4895550310611725,morf4l1p2,326594,0,0
0.481945276260376,cpeb2-dt,441009,0,0
0.4650602638721466,spi1,6688,0,0
0.47043779492378235,spib,6689,0,0
0.49980926513671875,spast,6683,1,0
0.24159857630729675,spg7,6687,0,1
0.4651311933994293,scp2d1,140856,0,0
0.48768147826194763,rwdd4,201965,0,0
0.48161637783050537,sdc4p,376844,0,0
0.49298539757728577,gvqw3,100506127,0,0
0.4603213369846344,defb127,140850,0,0
0.4657406806945801,mt1p3,140851,0,0
0.469362735748291,ascl4,121549,0,0
0.48086991906166077,maged1,9500,0,0
0.4762949049472809,linc02072,440446,0,0
0.47163715958595276,ccl13,6357,0,0
0.4633582830429077,ccl7,6354,0,0
0.47139081358909607,ccl8,6355,0,0
0.44509220123291016,ccl5,6352,0,0
0.4895550310611725,p2ry8,286530,0,0
0.4780143201351166,ccl4,6351,0,0
0.45152220129966736,yipf6,286451,0,0
0.452533096075058,smim3,85027,0,0
0.48802170157432556,fam86fp,653113,0,0
0.4895550310611725,653110,653110,0,0
0.4895550310611725,440449,440449,0,0
0.45421066880226135,atp5md,84833,0,0
0.4740074574947357,or6b1,135946,0,0
0.48486974835395813,or2a14,135941,0,0
0.47760406136512756,serf2,10169,0,0
0.39813026785850525,znf197,10168,0,0
0.5009788274765015,slc25a15,10166,0,1
0.5014681220054626,slc25a13,10165,1,0
0.45068231225013733,chst4,10164,0,0
0.4614669382572174,or2f2,135948,0,0
0.47299179434776306,lpcat3,10162,0,0
0.4567340910434723,lpar6,10161,0,0
0.4203088581562042,farp1,10160,0,0
0.4736901819705963,or6y1,391112,0,0
0.4895550310611725,or10r3p,391110,0,0
0.4728938639163971,pak1,5058,0,0
0.4895550310611725,cerna2,642934,0,0
0.45778366923332214,or6k3,391114,0,0
0.49955058097839355,serpine1,5054,1,0
0.45858415961265564,serpinb2,5055,0,0
0.4845675528049469,tigd1,200765,0,0
0.45250511169433594,pafah2,5051,0,0
0.4629981815814972,prdx1,5052,0,0
0.5001931190490723,pah,5053,1,0
0.49868345260620117,epha6,285220,0,0
0.46580544114112854,dnajb8-as1,285224,0,0
0.4895550310611725,390860,390860,0,0
0.4895550310611725,pacrg-as1,285796,0,0
0.44784677028656006,knop1,400506,0,0
0.4895550310611725,bcar4,400500,0,0
0.4895550310611725,400509,400509,0,0
0.47668907046318054,crym-as1,400508,0,0
0.47022631764411926,dgkq,1609,0,0
0.5336273908615112,sgip1,84251,0,0
0.48257049918174744,garnl3,84253,0,0
0.46703818440437317,camkk1,84254,0,0
0.4593125581741333,slc37a3,84255,0,0
0.45669785141944885,flywch1,84256,0,0
0.45854535698890686,dab2,1601,0,0
0.4664016664028168,dcun1d5,84259,0,0
0.4799574613571167,dad1,1603,0,0
0.4673290252685547,dach1,1602,0,0
0.4443216323852539,dag1,1605,0,0
0.4589153826236725,cd55,1604,0,0
0.4768312871456146,dgkb,1607,0,0
0.48112717270851135,dgka,1606,0,0
0.4364316165447235,tmed6,146456,0,0
0.4726696014404297,smim1,388588,0,0
0.4760662615299225,pom121l10p,646074,0,0
0.471579909324646,rfesd,317671,0,0
0.4726425111293793,or6c76,390326,0,0
0.4791457951068878,tgfb2-as1,728463,0,0
0.4246838092803955,rhot2,89941,0,0
0.4594632387161255,c1qtnf12,388581,0,0
0.42055317759513855,glb1l2,89944,0,0
0.4155592918395996,ctsa,5476,0,0
0.4718411862850189,ppef1,5475,0,0
0.4895550310611725,dhrsx,207063,0,0
0.47776392102241516,ppbp,5473,0,0
0.4434546232223511,dok7,285489,0,0
0.5084605813026428,ppat,5471,0,0
0.4671485722064972,linc02495,285484,0,0
0.47667431831359863,ccdc171,203238,0,0
0.45960915088653564,ppib,5479,0,1
0.4986165761947632,zmiz2,83637,0,0
0.4720727503299713,c19orf12,83636,0,0
0.4895550310611725,taf13p1,246112,0,0
0.5183708071708679,izumo1r,390243,0,0
0.47319284081459045,kdm4e,390245,0,0
0.4895550310611725,rbmy2vp,379010,0,0
0.4854845106601715,ttty10,246119,0,0
0.472710520029068,rnf138p1,379013,0,0
0.4346553385257721,tex101,83639,0,0
0.4570050537586212,c11orf68,83638,0,0
0.4895550310611725,mfsd4a-as1,284578,0,0
0.4895550310611725,284570,284570,0,0
0.4785587787628174,linc00303,284573,0,0
0.4753732681274414,lemd1-as1,284576,0,0
0.4616231620311737,lemd1-dt,284577,0,0
0.4895550310611725,rps26p12,100271104,0,0
0.4902060329914093,rnu6-15p,100302741,0,0
0.4761829674243927,snora80b,100302743,0,0
0.48023149371147156,slc15a5,729025,0,0
0.4834396541118622,rpel1,729020,0,0
0.4895550310611725,729021,729021,0,0
0.46125349402427673,or2t6,254879,0,0
0.5021916031837463,spata46,284680,0,0
0.49136245250701904,rchy1,25898,0,0
0.4658684730529785,linc01142,284688,0,0
0.4767043888568878,uhrf1,29128,0,0
0.4898180067539215,rpl4p6,100271033,0,0
0.46443796157836914,ccdc106,29903,0,0
0.42373350262641907,jam3,83700,0,0
0.4651006758213043,trpt1,83707,0,0
0.5000476837158203,fermt3,83706,0,1
0.4540359675884247,snx15,29907,0,0
0.473026841878891,st8sia5,29906,0,0
0.49278947710990906,gpr171,29909,0,0
0.4895550310611725,rpl7ap22,100271039,0,0
0.4895550310611725,rpl7ap21,100271038,0,0
0.4741286039352417,slc25a16,8034,0,0
0.5162997245788574,shoc2,8036,0,0
0.4995952844619751,ncoa4,8031,0,1
0.5420860648155212,ccdc6,8030,0,0
0.471261590719223,snord8,319103,0,0
0.44500699639320374,adam12,8038,0,0
0.4895550310611725,ppiap46,729739,0,0
0.47341224551200867,znf367,195828,0,0
0.4729181230068207,prxl2c,195827,0,0
0.45123758912086487,sac3d1,29901,0,0
0.46753808856010437,tmem221,100130519,0,0
0.45228537917137146,ccdc163,126661,0,0
0.4618482291698456,she,126669,0,0
0.4514659345149994,tdrd10,126668,0,0
0.397529274225235,eef2k,29904,0,0
0.47618842124938965,pheta2,150368,0,0
0.41845738887786865,mei1,150365,0,0
0.44040587544441223,tas2r46,259292,0,0
0.33505672216415405,gjb4,127534,0,1
0.43974509835243225,nbeal1,65065,0,0
0.43015751242637634,tmem237,65062,0,0
0.4527459442615509,tas2r50,259296,0,0
0.45661330223083496,tas2r20,259295,0,0
0.4823351800441742,tas2r19,259294,0,0
0.46695423126220703,grik1-as2,100379661,0,0
0.4895550310611725,rny5p6,100379663,0,0
0.4895550310611725,rpl6p6,100270845,0,0
0.4895550310611725,sh3rf3-as1,100287216,0,0
0.4956110417842865,znf2,7549,0,0
0.48665133118629456,specc1l,23384,0,0
0.47728434205055237,zbtb14,7541,0,0
0.4568595886230469,zfpl1,7542,0,0
0.47888627648353577,zfx,7543,0,0
0.48121878504753113,zfy,7544,0,0
0.44779250025749207,zic1,7545,0,0
0.5011078119277954,zic2,7546,0,1
0.5011186003684998,zic3,7547,0,1
0.45671677589416504,agr3,155465,0,0
0.5013411641120911,c1orf21,81563,0,0
0.46235203742980957,lman2l,81562,0,0
0.4997212886810303,ndel1,81565,1,0
0.44857144355773926,txndc5,81567,0,0
0.499555379152298,csrnp2,81566,0,0
0.44023144245147705,actl8,81569,0,0
0.4682316780090332,taar6,319100,0,0
0.4688148498535156,c22orf42,150297,0,0
0.48469212651252747,krt73,319101,0,0
0.47240421175956726,plcxd2,257068,0,0
0.4591992199420929,slc27a4,10999,0,0
0.4533829987049103,ilvbl,10994,0,0
0.44851037859916687,catsperd,257062,0,0
0.4420105218887329,sds,10993,0,0
0.4439006745815277,lilrb5,10990,0,0
0.4543769061565399,slc38a3,10991,0,0
0.48039767146110535,rab5b,5869,0,0
0.4758176803588867,rab5a,5868,0,0
0.4895550310611725,100132009,100132009,0,0
0.47097906470298767,rab3b,5865,0,0
0.49937838315963745,rab3a,5864,1,0
0.4602661430835724,rab4a,5867,0,0
0.45408979058265686,rab3il1,5866,0,0
